Function ID,Name,Ana sen JC8 2547132134
KO:K01176,"alpha-amylase [EC:3.2.1.1] (E3.2.1.1, amyA, malS)",1
KO:K01177,beta-amylase [EC:3.2.1.2] (E3.2.1.2),0
KO:K01178,glucoamylase [EC:3.2.1.3] (E3.2.1.3),0
KO:K01179,endoglucanase [EC:3.2.1.4] (E3.2.1.4),0
KO:K01182,"oligo-1,6-glucosidase [EC:3.2.1.10] (E3.2.1.10)",0
KO:K01183,chitinase [EC:3.2.1.14] (E3.2.1.14),0
KO:K01184,polygalacturonase [EC:3.2.1.15] (E3.2.1.15),0
KO:K01187,alpha-glucosidase [EC:3.2.1.20] (malZ),0
KO:K01188,beta-glucosidase [EC:3.2.1.21] (E3.2.1.21),0
KO:K01190,beta-galactosidase [EC:3.2.1.23] (lacZ),0
KO:K01193,"beta-fructofuranosidase [EC:3.2.1.26] (E3.2.1.26, sacA)",0
KO:K01194,"alpha,alpha-trehalase [EC:3.2.1.28] (E3.2.1.28, treA, treF)",0
KO:K01195,"beta-glucuronidase [EC:3.2.1.31] (uidA, GUSB)",0
KO:K01196,glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33] (AGL),0
KO:K01197,hyaluronoglucosaminidase [EC:3.2.1.35] (hya),0
KO:K01198,"xylan 1,4-beta-xylosidase [EC:3.2.1.37] (xynB)",0
KO:K01201,"glucosylceramidase [EC:3.2.1.45] (GBA, srfJ)",0
KO:K01202,galactosylceramidase [EC:3.2.1.46] (GALC),0
KO:K01203,"sucrase-isomaltase / oligo-1,6-glucosidase [EC:3.2.1.48 3.2.1.10] (SI)",0
KO:K01205,alpha-N-acetylglucosaminidase [EC:3.2.1.50] (NAGLU),0
KO:K01207,beta-N-acetylhexosaminidase [EC:3.2.1.52] (nagZ),0
KO:K01213,"galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67] (E3.2.1.67)",0
KO:K01217,L-iduronidase [EC:3.2.1.76] (IDUA),0
KO:K01220,"6-phospho-beta-galactosidase [EC:3.2.1.85] (E3.2.1.85, lacG)",0
KO:K01225,"cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91] (CBHA_B)",0
KO:K01228,mannosyl-oligosaccharide glucosidase [EC:3.2.1.106] (GCS1),0
KO:K01229,lactase-phlorizin hydrolase [EC:3.2.1.108 3.2.1.62] (LCT),0
KO:K01230,"mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113] (MAN1)",0
KO:K01231,alpha-mannosidase II [EC:3.2.1.114] (MAN2),0
KO:K01233,chitosanase [EC:3.2.1.132] (csn),0
KO:K01236,"maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141] (treZ, glgZ)",0
KO:K01239,purine nucleosidase [EC:3.2.2.1] (iunH),0
KO:K01242,ADP-ribosyl cyclase 1 [EC:3.2.2.6 2.4.99.20] (CD38),0
KO:K01243,"adenosylhomocysteine nucleosidase [EC:3.2.2.9] (mtnN, mtn, pfs)",0
KO:K01244,5'-methylthioadenosine nucleosidase [EC:3.2.2.16] (MTN),0
KO:K01251,"adenosylhomocysteinase [EC:3.3.1.1] (E3.3.1.1, ahcY)",0
KO:K01254,leukotriene-A4 hydrolase [EC:3.3.2.6] (LTA4H),0
KO:K01255,"leucyl aminopeptidase [EC:3.4.11.1] (CARP, pepA)",0
KO:K01256,aminopeptidase N [EC:3.4.11.2] (pepN),0
KO:K01270,dipeptidase D [EC:3.4.13.-] (pepD),2
KO:K01424,"L-asparaginase [EC:3.5.1.1] (E3.5.1.1, ansA, ansB)",0
KO:K01425,"glutaminase [EC:3.5.1.2] (glsA, GLS)",1
KO:K01427,urease [EC:3.5.1.5] (URE),0
KO:K01428,urease subunit alpha [EC:3.5.1.5] (ureC),1
KO:K01429,urease subunit beta [EC:3.5.1.5] (ureB),1
KO:K01430,urease subunit gamma [EC:3.5.1.5] (ureA),1
KO:K01431,beta-ureidopropionase [EC:3.5.1.6] (UPB1),0
KO:K01432,arylformamidase [EC:3.5.1.9] (AFMID),0
KO:K01435,biotinidase [EC:3.5.1.12] (BTD),0
KO:K01437,"aspartoacylase [EC:3.5.1.15] (ASPA, aspA)",0
KO:K01438,acetylornithine deacetylase [EC:3.5.1.16] (argE),0
KO:K01439,succinyl-diaminopimelate desuccinylase [EC:3.5.1.18] (dapE),0
KO:K01440,nicotinamidase [EC:3.5.1.19] (PNC1),0
KO:K01441,"alkaline ceramidase [EC:3.5.1.23] (ACER1_2, ASAH3)",0
KO:K01442,choloylglycine hydrolase [EC:3.5.1.24] (E3.5.1.24),0
KO:K01452,chitin deacetylase [EC:3.5.1.41] (E3.5.1.41),0
KO:K01457,allophanate hydrolase [EC:3.5.1.54] (E3.5.1.54),0
KO:K01460,glutathionylspermidine amidase/synthetase [EC:3.5.1.78 6.3.1.8] (gsp),0
KO:K01464,"dihydropyrimidinase [EC:3.5.2.2] (DPYS, dht, hydA)",0
KO:K01465,"dihydroorotase [EC:3.5.2.3] (URA4, pyrC)",1
KO:K01466,allantoinase [EC:3.5.2.5] (allB),0
KO:K01468,"imidazolonepropionase [EC:3.5.2.7] (hutI, AMDHD1)",0
KO:K01473,N-methylhydantoinase A [EC:3.5.2.14] (hyuA),0
KO:K01474,N-methylhydantoinase B [EC:3.5.2.14] (hyuB),0
KO:K01476,"arginase [EC:3.5.3.1] (E3.5.3.1, rocF, arg)",0
KO:K01477,"allantoicase [EC:3.5.3.4] (alc, ALLC)",0
KO:K01478,arginine deiminase [EC:3.5.3.6] (arcA),1
KO:K01479,formiminoglutamase [EC:3.5.3.8] (hutG),0
KO:K01480,agmatinase [EC:3.5.3.11] (speB),0
KO:K01483,ureidoglycolate lyase [EC:4.3.2.3] (allA),0
KO:K01484,succinylarginine dihydrolase [EC:3.5.3.23] (astB),0
KO:K01485,cytosine deaminase [EC:3.5.4.1] (codA),0
KO:K01486,adenine deaminase [EC:3.5.4.2] (ade),0
KO:K01487,"guanine deaminase [EC:3.5.4.3] (E3.5.4.3, guaD)",0
KO:K01488,"adenosine deaminase [EC:3.5.4.4] (add, ADA)",0
KO:K01489,"cytidine deaminase [EC:3.5.4.5] (cdd, CDA)",1
KO:K01490,AMP deaminase [EC:3.5.4.6] (AMPD),0
KO:K01491,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9] (folD),1
KO:K01492,phosphoribosylaminoimidazolecarboxamide formyltransferase [EC:2.1.2.3] (E2.1.2.3),0
KO:K01493,dCMP deaminase [EC:3.5.4.12] (comEB),1
KO:K01494,dCTP deaminase [EC:3.5.4.13] (dcd),0
KO:K01495,"GTP cyclohydrolase I [EC:3.5.4.16] (GCH1, folE)",0
KO:K01496,phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19] (hisI),0
KO:K01497,"GTP cyclohydrolase II [EC:3.5.4.25] (ribA, RIB1)",0
KO:K01498,diaminohydroxyphosphoribosylaminopyrimidine deaminase [EC:3.5.4.26] (ribD1),0
KO:K01499,methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27] (mch),0
KO:K01513,ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.1.4.1 3.6.1.9] (ENPP1_3),0
KO:K01519,inosine triphosphate pyrophosphatase [EC:3.6.1.19] (ITPA),0
KO:K01520,"dUTP pyrophosphatase [EC:3.6.1.23] (dut, DUT)",1
KO:K01523,phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31] (hisE),0
KO:K01555,"fumarylacetoacetase [EC:3.7.1.2] (FAH, fahA)",0
KO:K01556,"kynureninase [EC:3.7.1.3] (KYNU, kynU)",0
KO:K01557,acylpyruvate hydrolase [EC:3.7.1.5] (FAHD1),0
KO:K01560,2-haloacid dehalogenase [EC:3.8.1.2] (E3.8.1.2),1
KO:K01561,haloacetate dehalogenase [EC:3.8.1.3] (dehH),0
KO:K01563,haloalkane dehalogenase [EC:3.8.1.5] (dhaA),0
KO:K01565,N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1] (SGSH),0
KO:K01568,"pyruvate decarboxylase [EC:4.1.1.1] (E4.1.1.1, pdc)",0
KO:K01569,oxalate decarboxylase [EC:4.1.1.2] (oxdD),0
KO:K01571,"oxaloacetate decarboxylase, alpha subunit [EC:4.1.1.3] (oadA)",0
KO:K01572,"oxaloacetate decarboxylase, beta subunit [EC:4.1.1.3] (oadB)",0
KO:K01573,"oxaloacetate decarboxylase, gamma subunit [EC:4.1.1.3] (oadG)",0
KO:K01574,acetoacetate decarboxylase [EC:4.1.1.4] (adc),0
KO:K01577,oxalyl-CoA decarboxylase [EC:4.1.1.8] (oxc),0
KO:K01578,malonyl-CoA decarboxylase [EC:4.1.1.9] (MLYCD),0
KO:K01579,aspartate 1-decarboxylase [EC:4.1.1.11] (panD),1
KO:K01580,"glutamate decarboxylase [EC:4.1.1.15] (E4.1.1.15, gadB, gadA, GAD)",0
KO:K01581,"ornithine decarboxylase [EC:4.1.1.17] (E4.1.1.17, ODC1, speC, speF)",0
KO:K01582,"lysine decarboxylase [EC:4.1.1.18] (E4.1.1.18, ldcC, cadA)",0
KO:K01583,arginine decarboxylase [EC:4.1.1.19] (E4.1.1.19),0
KO:K01584,arginine decarboxylase [EC:4.1.1.19] (adiA),0
KO:K01585,arginine decarboxylase [EC:4.1.1.19] (speA),0
KO:K01586,diaminopimelate decarboxylase [EC:4.1.1.20] (lysA),0
KO:K01587,phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6] (PAICS),0
KO:K01588,5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18] (purE),1
KO:K01589,5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18] (purK),0
KO:K01590,"histidine decarboxylase [EC:4.1.1.22] (hdc, HDC)",0
KO:K01591,orotidine-5'-phosphate decarboxylase [EC:4.1.1.23] (pyrF),1
KO:K01592,tyrosine decarboxylase [EC:4.1.1.25] (E4.1.1.25),0
KO:K01593,aromatic-L-amino-acid decarboxylase [EC:4.1.1.28] (DDC),0
KO:K01594,sulfinoalanine decarboxylase [EC:4.1.1.29] (CSAD),0
KO:K01595,phosphoenolpyruvate carboxylase [EC:4.1.1.31] (ppc),0
KO:K01596,"phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32] (E4.1.1.32, pckA, PEPCK)",0
KO:K01597,"diphosphomevalonate decarboxylase [EC:4.1.1.33] (MVD, mvaD)",0
KO:K01598,"phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36] (PPCDC, coaC)",0
KO:K01599,"uroporphyrinogen decarboxylase [EC:4.1.1.37] (hemE, UROD)",0
KO:K01601,ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] (rbcL),0
KO:K01602,ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39] (rbcS),0
KO:K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44] (pcaC),0
KO:K01608,tartronate-semialdehyde synthase [EC:4.1.1.47] (gcl),0
KO:K01609,indole-3-glycerol phosphate synthase [EC:4.1.1.48] (trpC),0
KO:K01610,"phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] (E4.1.1.49, pckA)",0
KO:K01611,"S-adenosylmethionine decarboxylase [EC:4.1.1.50] (speD, AMD1)",0
KO:K01613,"phosphatidylserine decarboxylase [EC:4.1.1.65] (psd, PISD)",0
KO:K01617,"2-oxo-3-hexenedioate decarboxylase [EC:4.1.1.77] (dmpH, xylI, nahK)",0
KO:K01620,threonine aldolase [EC:4.1.2.5] (ltaE),1
KO:K01621,"xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22] (xfp, xpk)",0
KO:K01622,"fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11] (K01622)",0
KO:K01623,"fructose-bisphosphate aldolase, class I [EC:4.1.2.13] (ALDO)",0
KO:K01624,"fructose-bisphosphate aldolase, class II [EC:4.1.2.13] (FBA, fbaA)",3
KO:K01625,2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42] (eda),1
KO:K01626,"3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54] (E2.5.1.54, aroF, aroG, aroH)",0
KO:K01627,2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55] (kdsA),0
KO:K01631,2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21] (dgoA),0
KO:K01633,dihydroneopterin aldolase [EC:4.1.2.25] (folB),0
KO:K01634,"sphinganine-1-phosphate aldolase [EC:4.1.2.27] (SGPL1, DPL1)",0
KO:K01635,"tagatose 1,6-diphosphate aldolase [EC:4.1.2.40] (lacD)",0
KO:K01637,"isocitrate lyase [EC:4.1.3.1] (E4.1.3.1, aceA)",0
KO:K01638,"malate synthase [EC:2.3.3.9] (E2.3.3.9, aceB, glcB)",0
KO:K01640,"hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] (E4.1.3.4, HMGCL, hmgL)",0
KO:K01641,hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10] (E2.3.3.10),0
KO:K01647,"citrate synthase [EC:2.3.3.1] (CS, gltA)",0
KO:K01648,ATP citrate (pro-S)-lyase [EC:2.3.3.8] (ACLY),0
KO:K01649,2-isopropylmalate synthase [EC:2.3.3.13] (leuA),0
KO:K01652,"acetolactate synthase I/II/III large subunit [EC:2.2.1.6] (E2.2.1.6L, ilvB, ilvG, ilvI)",2
KO:K01653,"acetolactate synthase I/III small subunit [EC:2.2.1.6] (E2.2.1.6S, ilvH, ilvN)",0
KO:K01654,"N-acetylneuraminate synthase [EC:2.5.1.56] (E2.5.1.56, neuB)",0
KO:K01655,"homocitrate synthase [EC:2.3.3.14] (LYS21, LYS20)",0
KO:K01656,anthranilate synthase / indole-3-glycerol phosphate synthase [EC:4.1.3.27 4.1.1.48] (TRP3),0
KO:K01657,anthranilate synthase component I [EC:4.1.3.27] (trpE),0
KO:K01658,anthranilate synthase component II [EC:4.1.3.27] (trpG),0
KO:K01661,naphthoate synthase [EC:4.1.3.36] (menB),0
KO:K01662,1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7] (dxs),0
KO:K01663,glutamine amidotransferase / cyclase [EC:2.4.2.- 4.1.3.-] (HIS7),0
KO:K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39] (mhpE),0
KO:K01676,"fumarate hydratase, class I [EC:4.2.1.2] (E4.2.1.2A, fumA, fumB)",0
KO:K01677,"fumarate hydratase subunit alpha [EC:4.2.1.2] (E4.2.1.2AA, fumA)",0
KO:K01678,"fumarate hydratase subunit beta [EC:4.2.1.2] (E4.2.1.2AB, fumB)",0
KO:K01679,"fumarate hydratase, class II [EC:4.2.1.2] (E4.2.1.2B, fumC)",1
KO:K01681,"aconitate hydratase [EC:4.2.1.3] (ACO, acnA)",0
KO:K01682,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99] (acnB),0
KO:K01684,galactonate dehydratase [EC:4.2.1.6] (dgoD),0
KO:K01685,altronate hydrolase [EC:4.2.1.7] (uxaA),0
KO:K01686,mannonate dehydratase [EC:4.2.1.8] (uxuA),1
KO:K01687,dihydroxy-acid dehydratase [EC:4.2.1.9] (ilvD),0
KO:K01689,"enolase [EC:4.2.1.11] (ENO, eno)",1
KO:K01690,phosphogluconate dehydratase [EC:4.2.1.12] (edd),0
KO:K01692,"enoyl-CoA hydratase [EC:4.2.1.17] (paaF, echA)",0
KO:K01693,imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19] (hisB),0
KO:K01694,tryptophan synthase [EC:4.2.1.20] (TRP),0
KO:K01695,tryptophan synthase alpha chain [EC:4.2.1.20] (trpA),0
KO:K01696,tryptophan synthase beta chain [EC:4.2.1.20] (trpB),0
KO:K01697,"cystathionine beta-synthase [EC:4.2.1.22] (E4.2.1.22, CBS)",0
KO:K01698,"porphobilinogen synthase [EC:4.2.1.24] (hemB, ALAD)",1
KO:K01702,3-isopropylmalate dehydratase [EC:4.2.1.33] (LEU1),0
KO:K01703,3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35] (leuC),0
KO:K01704,3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35] (leuD),0
KO:K01705,homoaconitate hydratase [EC:4.2.1.36] (LYS4),0
KO:K01706,glucarate dehydratase [EC:4.2.1.40] (gudD),0
KO:K01707,5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41] (kdgD),0
KO:K01710,"dTDP-glucose 4,6-dehydratase [EC:4.2.1.46] (E4.2.1.46, rfbB, rffG)",0
KO:K01711,"GDPmannose 4,6-dehydratase [EC:4.2.1.47] (gmd, GMDS)",0
KO:K01712,"urocanate hydratase [EC:4.2.1.49] (hutU, UROC1)",0
KO:K01713,cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91] (pheC),0
KO:K01714,4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] (dapA),0
KO:K01716,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14] (fabA),0
KO:K01719,"uroporphyrinogen-III synthase [EC:4.2.1.75] (hemD, UROS)",0
KO:K01723,hydroperoxide dehydratase [EC:4.2.1.92] (AOS),0
KO:K01733,threonine synthase [EC:4.2.3.1] (thrC),0
KO:K01735,3-dehydroquinate synthase [EC:4.2.3.4] (aroB),3
KO:K01736,chorismate synthase [EC:4.2.3.5] (aroC),2
KO:K01737,"6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50] (queD, ptpS, PTS)",0
KO:K01738,cysteine synthase A [EC:2.5.1.47] (cysK),1
KO:K01739,cystathionine gamma-synthase [EC:2.5.1.48] (metB),0
KO:K01740,"O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49] (E2.5.1.49, metY)",0
KO:K01744,aspartate ammonia-lyase [EC:4.3.1.1] (aspA),1
KO:K01745,"histidine ammonia-lyase [EC:4.3.1.3] (hutH, HAL)",0
KO:K01746,formiminotetrahydrofolate cyclodeaminase [EC:4.3.1.4] (E4.3.1.4),0
KO:K01749,"hydroxymethylbilane synthase [EC:2.5.1.61] (hemC, HMBS)",0
KO:K01752,"L-serine dehydratase [EC:4.3.1.17] (E4.3.1.17, sdaA, sdaB, tdcG)",4
KO:K01754,"threonine dehydratase [EC:4.3.1.19] (E4.3.1.19, ilvA, tdcB)",1
KO:K01755,"argininosuccinate lyase [EC:4.3.2.1] (argH, ASL)",0
KO:K01756,"adenylosuccinate lyase [EC:4.3.2.2] (purB, ADSL)",0
KO:K01757,strictosidine synthase [EC:4.3.3.2] (E4.3.3.2),0
KO:K01758,cystathionine gamma-lyase [EC:4.4.1.1] (CTH),0
KO:K01760,cystathionine beta-lyase [EC:4.4.1.8] (metC),0
KO:K01762,1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14] (ACS),0
KO:K01763,selenocysteine lyase [EC:4.4.1.16] (SCLY),0
KO:K01770,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12] (ispF)",1
KO:K01772,"ferrochelatase [EC:4.99.1.1] (hemH, FECH)",0
KO:K01775,alanine racemase [EC:5.1.1.1] (alr),1
KO:K01776,glutamate racemase [EC:5.1.1.3] (murI),1
KO:K01777,proline racemase [EC:5.1.1.4] (E5.1.1.4),0
KO:K01778,diaminopimelate epimerase [EC:5.1.1.7] (dapF),0
KO:K01782,3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3] (fadJ),0
KO:K01783,"ribulose-phosphate 3-epimerase [EC:5.1.3.1] (rpe, RPE)",1
KO:K01784,"UDP-glucose 4-epimerase [EC:5.1.3.2] (galE, GALE)",1
KO:K01785,"aldose 1-epimerase [EC:5.1.3.3] (galM, GALM)",0
KO:K01786,L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4] (araD),0
KO:K01790,"dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13] (rfbC, rmlC)",0
KO:K01791,UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14] (wecB),0
KO:K01792,glucose-6-phosphate 1-epimerase [EC:5.1.3.15] (E5.1.3.15),0
KO:K01793,heparosan-N-sulfate-glucuronate 5-epimerase [EC:5.1.3.17] (GLCE),0
KO:K01794,chondroitin-glucuronate 5-epimerase [EC:5.1.3.19] (DSE),0
KO:K01796,"alpha-methylacyl-CoA racemase [EC:5.1.99.4] (E5.1.99.4, AMACR, mcr)",0
KO:K01800,"maleylacetoacetate isomerase [EC:5.2.1.2] (maiA, GSTZ1)",0
KO:K01801,maleylpyruvate isomerase [EC:5.2.1.4] (nagL),0
KO:K01803,"triosephosphate isomerase (TIM) [EC:5.3.1.1] (TPI, tpiA)",2
KO:K01804,L-arabinose isomerase [EC:5.3.1.4] (araA),0
KO:K01805,xylose isomerase [EC:5.3.1.5] (xylA),0
KO:K01807,ribose 5-phosphate isomerase A [EC:5.3.1.6] (rpiA),0
KO:K01808,ribose 5-phosphate isomerase B [EC:5.3.1.6] (rpiB),1
KO:K01809,"mannose-6-phosphate isomerase [EC:5.3.1.8] (manA, MPI)",1
KO:K01810,"glucose-6-phosphate isomerase [EC:5.3.1.9] (GPI, pgi)",1
KO:K01812,glucuronate isomerase [EC:5.3.1.12] (uxaC),1
KO:K01814,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16] (hisA),0
KO:K01816,"hydroxypyruvate isomerase [EC:5.3.1.22] (hyi, gip)",0
KO:K01817,phosphoribosylanthranilate isomerase [EC:5.3.1.24] (trpF),0
KO:K01819,"galactose-6-phosphate isomerase [EC:5.3.1.26] (E5.3.1.26, lacA, lacB)",0
KO:K01821,"4-oxalocrotonate tautomerase [EC:5.3.2.6] (praC, xylH)",0
KO:K01822,steroid delta-isomerase [EC:5.3.3.1] (E5.3.3.1),0
KO:K01823,"isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2] (idi, IDI)",1
KO:K01824,cholestenol delta-isomerase [EC:5.3.3.5] (EBP),0
KO:K01825,3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8] (fadB),0
KO:K01827,dopachrome tautomerase [EC:5.3.3.12] (DCT),0
KO:K01830,prostaglandin-H2 D-isomerase [EC:5.3.99.2] (PTGDS),0
KO:K01831,"prostacyclin synthase [EC:5.3.99.4] (PTGIS, CYP8A)",0
KO:K01832,"thromboxane-A synthase [EC:5.3.99.5] (TBXAS1, CYP5A)",0
KO:K01833,trypanothione synthetase/amidase [EC:6.3.1.9 3.5.1.-] (TRYS),0
KO:K01834,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11] (PGAM, gpmA)",1
KO:K01835,phosphoglucomutase [EC:5.4.2.2] (pgm),0
KO:K01836,phosphoacetylglucosamine mutase [EC:5.4.2.3] (PGM3),0
KO:K01837,bisphosphoglycerate mutase [EC:5.4.2.4 5.4.2.11 3.1.3.13] (BPGM),0
KO:K01840,phosphomannomutase [EC:5.4.2.8] (manB),1
KO:K01841,phosphoenolpyruvate phosphomutase [EC:5.4.2.9] (pepM),0
KO:K01845,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8] (hemL)",1
KO:K01846,"methylaspartate mutase sigma subunit [EC:5.4.99.1] (glmS, mutS, mamA)",0
KO:K01847,methylmalonyl-CoA mutase [EC:5.4.99.2] (MUT),0
KO:K01848,"methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2] (E5.4.99.2A, mcmA1)",0
KO:K01849,"methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2] (E5.4.99.2B, mcmA2)",0
KO:K01850,chorismate mutase [EC:5.4.99.5] (E5.4.99.5),0
KO:K01851,salicylate biosynthesis isochorismate synthase [EC:5.4.4.2] (pchA),0
KO:K01852,"lanosterol synthase [EC:5.4.99.7] (E5.4.99.7, LSS, ERG7)",0
KO:K01853,cycloartenol synthase [EC:5.4.99.8] (E5.4.99.8),0
KO:K01856,muconate cycloisomerase [EC:5.5.1.1] (catB),0
KO:K01857,"3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2] (pcaB)",0
KO:K01858,"myo-inositol-1-phosphate synthase [EC:5.5.1.4] (INO1, ISYNA1)",0
KO:K01859,chalcone isomerase [EC:5.5.1.6] (E5.5.1.6),0
KO:K01860,chloromuconate cycloisomerase [EC:5.5.1.7] (E5.5.1.7),0
KO:K01885,"glutamyl-tRNA synthetase [EC:6.1.1.17] (EARS, gltX)",0
KO:K01886,"glutaminyl-tRNA synthetase [EC:6.1.1.18] (QARS, glnS)",0
KO:K01895,"acetyl-CoA synthetase [EC:6.2.1.1] (ACSS, acs)",0
KO:K01896,medium-chain acyl-CoA synthetase [EC:6.2.1.2] (ACSM),0
KO:K01897,"long-chain acyl-CoA synthetase [EC:6.2.1.3] (ACSL, fadD)",0
KO:K01899,succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5] (LSC1),0
KO:K01900,succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5] (LSC2),0
KO:K01902,succinyl-CoA synthetase alpha subunit [EC:6.2.1.5] (sucD),0
KO:K01903,succinyl-CoA synthetase beta subunit [EC:6.2.1.5] (sucC),0
KO:K01904,4-coumarate--CoA ligase [EC:6.2.1.12] (4CL),0
KO:K01905,acetyl-CoA synthetase (ADP-forming) [EC:6.2.1.13] (E6.2.1.13),0
KO:K01906,6-carboxyhexanoate--CoA ligase [EC:6.2.1.14] (bioW),0
KO:K01908,propionyl-CoA synthetase [EC:6.2.1.17] (prpE),0
KO:K01911,O-succinylbenzoic acid--CoA ligase [EC:6.2.1.26] (menE),0
KO:K01914,aspartate--ammonia ligase [EC:6.3.1.1] (asnA),1
KO:K01915,"glutamine synthetase [EC:6.3.1.2] (glnA, GLUL)",1
KO:K01916,NAD+ synthase [EC:6.3.1.5] (nadE),0
KO:K01917,glutathionylspermidine synthase [EC:6.3.1.8] (E6.3.1.8),0
KO:K01918,pantoate--beta-alanine ligase [EC:6.3.2.1] (panC),1
KO:K01919,glutamate--cysteine ligase [EC:6.3.2.2] (gshA),1
KO:K01920,"glutathione synthase [EC:6.3.2.3] (gshB, GSS)",0
KO:K01921,D-alanine-D-alanine ligase [EC:6.3.2.4] (ddl),1
KO:K01922,"phosphopantothenate-cysteine ligase [EC:6.3.2.5] (PPCS, coaB)",0
KO:K01923,phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] (purC),1
KO:K01924,UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8] (murC),1
KO:K01925,UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9] (murD),1
KO:K01929,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10] (murF),1
KO:K01930,folylpolyglutamate synthase [EC:6.3.2.17] (FPGS),0
KO:K01933,phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] (purM),1
KO:K01934,5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2] (MTHFS),1
KO:K01935,dethiobiotin synthetase [EC:6.3.3.3] (bioD),0
